Date,Open,High,Low,Close,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Volume,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open
13-Jan-17,55010,55311,53000,53293.65,53754.47306,2357,1742,126699293,602,25.54,2311,-1716.35
16-Jan-17,53051,53900,52545.1,53080.2,53189.46994,1730,1193,92017783,183,10.58,1354.9,29.2
17-Jan-17,52950,54350,52888,53587.3,53823.12524,1046,773,56298989,99,9.46,1462,637.3
18-Jan-17,53636,54049.95,52800,53009.65,53415.26646,1261,892,67356651,280,22.2,1249.95,-626.35
19-Jan-17,52791.4,52868.8,51726.6,52007.95,52198.13746,1404,904,73286185,371,26.42,1142.2,-783.45
20-Jan-17,51850,52550.55,51405,51635.95,51893.29106,962,671,49921346,139,14.45,1145.55,-214.05
23-Jan-17,51000,52792.6,51000,52299.65,52224.27273,1012,743,52850964,160,15.81,1792.6,1299.65
24-Jan-17,52711.2,52825,52211.5,52449.8,52506.50556,629,495,33026592,102,16.22,613.5,-261.4
25-Jan-17,52500,53189.95,52030,53034.7,52758.55571,700,432,36930989,220,31.43,1159.95,534.7
27-Jan-17,53190.45,53580,53110,53266.75,53332.80279,1506,526,80319201,876,58.17,470,76.3
30-Jan-17,53256,53265,51810,51911.4,52305.24978,1129,812,59052627,338,29.94,1455,-1344.6
31-Jan-17,52190,52190,51020,51677.45,51580.79581,955,804,49259660,116,12.15,1170,-512.55
01-Feb-17,51654.1,52814.95,51499,52569.75,52235.98797,1247,938,65138277,170,13.63,1315.95,915.65
02-Feb-17,52799,52799,51338.35,51577.1,51742.08507,1340,963,69334394,405,30.22,1460.65,-1221.9
03-Feb-17,51650,52650,49999.9,51019.6,50984.42961,4688,3048,239015006,899,19.18,2650.1,-630.4
06-Feb-17,51567,51899,50001,50218.95,50623.42606,1650,1112,83528653,634,38.42,1898,-1348.05
07-Feb-17,50350,50988,49801,50380.7,50374.81298,1695,1191,85385308,348,20.53,1187,30.7
08-Feb-17,50500,51699.95,50391.2,51541.3,51130.62802,1406,942,71889663,269,19.13,1308.75,1041.3
09-Feb-17,51948.95,52000,51211.05,51555.55,51670.43509,701,484,36220975,142,20.26,788.95,-393.4
10-Feb-17,51437.8,51868.7,51250,51396.15,51535.98061,619,422,31900772,110,17.77,618.7,-41.65
13-Feb-17,51279.85,51736.7,50705.9,50859.25,51105.91161,577,412,29488111,106,18.37,1030.8,-420.6
14-Feb-17,51000,51096.6,50111.05,50261.1,50463.42132,591,470,29823882,133,22.5,985.55,-738.9
15-Feb-17,50200,50590,50000,50038.25,50200.81835,1057,613,53062265,241,22.8,590,-161.75
16-Feb-17,50400,50900,49605.05,50555.3,50269.80557,1687,1045,84805162,452,26.79,1294.95,155.3
17-Feb-17,50606,50915.45,49990,50065,50391.46452,1057,713,53263778,201,19.02,925.45,-541
20-Feb-17,50117.15,50555,49950,50341.75,50347.3,590,379,29704907,140,23.73,605,224.6
21-Feb-17,50367.65,50686.85,49996.6,50146.15,50310.05895,916,468,46084014,411,44.87,690.25,-221.5
22-Feb-17,50143.1,50634.95,49600,49755.4,50094.58841,1346,822,67427316,372,27.64,1034.95,-387.7
23-Feb-17,49764.7,51597.95,49704.5,51426.85,50847.9333,2114,1332,107492531,554,26.21,1893.45,1662.15
27-Feb-17,51348.45,52095,51148,51545.7,51636.70844,1979,1005,102189046,174,8.79,947,197.25
28-Feb-17,51498.95,52460,51495,51792.45,52046.02203,2723,772,141721318,1261,46.31,965,293.5
01-Mar-17,52055.05,53200,52054.9,52717.05,52719.85312,2097,872,110553532,334,15.93,1145.1,662
02-Mar-17,53100,53316.5,51705.05,51931.9,52378.53125,1632,716,85481763,215,13.17,1611.45,-1168.1
03-Mar-17,51899,52549.05,51655.4,52017.05,52100.77448,776,573,40430201,119,15.34,893.65,118.05
06-Mar-17,52457,52560,51999,52224,52232.40708,565,362,29511310,147,26.02,561,-233
07-Mar-17,51901,52501,51900,52101.2,52129.66952,1401,474,73033667,312,22.27,601,200.2
08-Mar-17,52248.95,52300,51166.5,51558.65,51802.32034,1873,652,97025746,1093,58.36,1133.5,-690.3
09-Mar-17,51599,52306.15,51398.95,51914.55,51951.45376,692,483,35950406,107,15.46,907.2,315.55
10-Mar-17,52190,52350,51939.3,52063.2,52135.71266,703,428,36651406,170,24.18,410.7,-126.8
14-Mar-17,52867.8,53389,52147.6,52981.35,52785.12192,1665,1029,87887228,553,33.21,1241.4,113.55
15-Mar-17,53293.25,57958.65,53250,56854.5,56276.81434,11925,7454,671101011,3246,27.22,4708.65,3561.25
16-Mar-17,57235,57429.9,56265,56428.85,56739.00435,2759,1714,156542913,669,24.25,1164.9,-806.15
17-Mar-17,56400,56700,54961.45,55438.7,55618.58232,3110,1612,172973791,892,28.68,1738.55,-961.3
20-Mar-17,56301,57048.15,55730.05,56034.05,56242.34376,2525,1488,142011918,560,22.18,1318.1,-266.95
21-Mar-17,56389.95,58300,55909.9,58071.6,57337.78337,3079,1918,176543035,845,27.44,2390.1,1681.65
22-Mar-17,57857,58459.95,57437.1,57854.3,57923.09223,2624,1786,151990194,449,17.11,1022.85,-2.7
23-Mar-17,58280,59650,57716.25,59487.95,59068.76329,4157,2570,245548849,717,17.25,1933.75,1207.95
24-Mar-17,59559,59635.2,58985,59184.15,59288.24454,1145,830,67885040,164,14.32,650.2,-374.85
27-Mar-17,59250,60140,59135.9,59904.9,59779.80237,2282,1500,136417509,354,15.51,1004.1,654.9
28-Mar-17,59905,60298.9,58020,58312.25,59058.19552,1877,1282,110852233,355,18.91,2278.9,-1592.75
29-Mar-17,58500,59950,57800.05,59601.3,58899.99443,2153,1422,126811688,424,19.69,2149.95,1101.3
30-Mar-17,59001,60197.7,59001,59744.85,59694.18646,1566,1152,93481096,291,18.58,1196.7,743.85
31-Mar-17,59698.95,61100,59666.35,60723.85,60284.16013,2704,1795,163008369,549,20.3,1433.65,1024.9
03-Apr-17,61000,61390,60456,60877.95,60983.32159,1589,1202,96902498,297,18.69,934,-122.05
05-Apr-17,60869.8,61300,60570,61004.25,61003.16602,1024,773,62467242,231,22.56,730,134.45
06-Apr-17,60456,61427.85,60206.3,61102.65,60859.0239,1506,1125,91653690,239,15.87,1221.55,646.65
07-Apr-17,60899,61810,60675,61010.05,61310.39278,1329,1018,81481512,253,19.04,1135,111.05
10-Apr-17,61111,61387.25,60600,60766.15,61025.45974,770,604,46989604,117,15.19,787.25,-344.85
11-Apr-17,60805,62182.25,60805,62057.45,61736.02096,1527,1109,94270904,346,22.66,1377.25,1252.45
12-Apr-17,61962,62248,60100,60540.45,60870.62154,3575,1169,217612472,2336,65.34,2148,-1421.55
13-Apr-17,60540.45,61200,60501,60613.8,60853.33887,723,612,43996964,166,22.96,699,73.35
17-Apr-17,60613.8,62093.45,60342,61902.55,61495.30294,1393,974,85662957,249,17.88,1751.45,1288.75
18-Apr-17,61997.85,63099.95,61634.9,62662.2,62524.47929,2535,1718,158499555,779,30.73,1465.05,664.35
19-Apr-17,62288.65,63350,62190,63181.9,62926.9641,1170,870,73624548,167,14.27,1160,893.25
20-Apr-17,63280,63620,62800,63521.4,63292.52574,1010,808,63925451,102,10.1,820,241.4
21-Apr-17,63521.4,63760,63010,63244,63375.59298,968,699,61347574,177,18.29,750,-277.4
24-Apr-17,63127.65,63800,63100,63692.3,63540.37378,1228,969,78027579,275,22.39,700,564.65
25-Apr-17,63963,66750,63788.5,66444.6,65463.57364,2587,1850,169354265,487,18.82,2961.5,2481.6
26-Apr-17,66444,69780,66407.6,69018,68461.78691,5453,4065,373322124,507,9.3,3372.4,2574
27-Apr-17,69206,70480,68500,68954.8,69741.98171,3881,2709,270668631,488,12.57,1980,-251.2
28-Apr-17,68505,68999,67750,67901,68178.99747,1980,1604,134994415,390,19.7,1249,-604
02-May-17,68488,68900,67675.05,68441.1,68180.6019,1580,1234,107725351,296,18.73,1224.95,-46.9
03-May-17,68817.45,69770,68400,68712.35,69053.44444,1701,1250,117459909,250,14.7,1370,-105.1
04-May-17,68900,69156,66426.1,66985.25,67712.17669,3441,2473,232997600,693,20.14,2729.9,-1914.75
05-May-17,67050,68300,66454.9,68086.35,67568.76096,2531,1887,171016534,368,14.54,1845.1,1036.35
08-May-17,68500,68699.95,67369.4,67586.35,67953.33333,987,763,67069940,218,22.09,1330.55,-913.65
09-May-17,67800,68010.05,66574.8,66658.85,66961.68848,1345,944,90063471,464,34.5,1435.25,-1141.15
10-May-17,66892.95,67000,65800,65951.05,66266.83591,1292,1007,85616752,384,29.72,1200,-941.9
11-May-17,66000,67300,65930,66091.65,66522.71784,1726,1295,114818211,363,21.03,1370,91.65
12-May-17,66254.55,66519.9,65200,65493.25,65687.34333,1034,768,67920713,261,25.24,1319.9,-761.3
15-May-17,65515.05,66100,65260.8,65781.7,65730.83726,848,646,55739750,195,23,839.2,266.65
16-May-17,65899.95,66319.65,65510.5,65990.9,65921.00473,1057,819,69678502,260,24.6,809.15,90.95
17-May-17,66010,68345,65737.2,68087.6,67464.12237,2476,1747,167041167,589,23.79,2607.8,2077.6
18-May-17,67600,69200,66801.25,67045.2,68118.37805,2214,1521,150814089,389,17.57,2398.75,-554.8
19-May-17,67998,67998,64162.55,65877.85,66085.26913,1895,1374,125231585,367,19.37,3835.45,-2120.15
22-May-17,66050,66783.4,64162.55,64291.7,65012.78247,1255,933,81591042,342,27.25,2620.85,-1758.3
23-May-17,64500,64640,62931.8,63708.45,63635.57003,1635,1140,104044157,484,29.6,1708.2,-791.55
24-May-17,63890,63999.75,62401,62501.3,62990.40316,1141,848,71872050,283,24.8,1598.75,-1388.7
25-May-17,62790,64050,62000,63791.95,62913.97974,1826,1313,114880927,448,24.53,2050,1001.95
26-May-17,64000,65600,63902.75,65391.35,65039.26079,1158,948,75315464,210,18.13,1697.25,1391.35
29-May-17,65200,66384.85,64500,64821.7,65308.85519,1243,953,81178907,187,15.04,1884.85,-378.3
30-May-17,64795,65538.45,64535.45,65218.55,65212.93612,814,620,53083330,200,24.57,1003,423.55
31-May-17,65405.25,65875.7,65113.35,65586.3,65550.76786,784,554,51391802,211,26.91,762.35,181.05
01-Jun-17,65586.3,68649.85,65586.3,68203.8,67733.75166,3165,2408,214377324,728,23,3063.55,2617.5
02-Jun-17,68468,68999,67500,67719.1,68189.27972,1691,1218,115308072,321,18.98,1499,-748.9
05-Jun-17,67832.1,68549.5,67832.1,68155.6,68162.8574,1108,757,75524446,325,29.33,717.4,323.5
06-Jun-17,68684.1,69150,67300,68670.3,68352.33681,1532,1074,104715780,266,17.36,1850,-13.8
07-Jun-17,68800,69350,68502.3,68840.05,69007.646,1226,872,84603374,250,20.39,847.7,40.05
08-Jun-17,69200,71800,68700,70989.4,70699.84117,4256,3050,300898524,891,20.94,3100,1789.4
09-Jun-17,71400,73000,71158.4,72835.2,72386.52469,2937,2186,212599223,459,15.63,1841.6,1435.2
12-Jun-17,72720,73870.45,72272.1,73181.9,73223.53214,2178,1665,159480853,256,11.75,1598.35,461.9
13-Jun-17,73773,74100,71347.1,72307.5,73127.95703,1955,1454,142965156,396,20.26,2752.9,-1465.5
14-Jun-17,71990,71990,70933.1,71102.6,71282.21241,2128,1606,151688548,460,21.62,1056.9,-887.4
15-Jun-17,71248.95,73000,71248.95,72764.35,72201.99735,1511,1258,109097218,231,15.29,1751.05,1515.4
16-Jun-17,72951.25,73399,71658.25,71945.6,72451.3363,1350,1035,97809304,344,25.48,1740.75,-1005.65
19-Jun-17,72300,72760,71455.1,71708.25,71950.93308,1046,782,75260676,282,26.96,1304.9,-591.75
20-Jun-17,71949,72700,71500,71733.65,72139.93622,1176,894,84836565,285,24.23,1200,-215.35
21-Jun-17,71876.7,72304.3,71373,71615.6,71804.82219,613,497,44016356,86,14.03,931.3,-261.1
22-Jun-17,72099,72444.95,70650.05,70927.65,71706.17955,1320,609,94652157,211,15.98,1794.9,-1171.35
23-Jun-17,71600,71600,69700.05,69876.15,70076.92957,1150,942,80588469,331,28.78,1899.95,-1723.85
27-Jun-17,69800,70280,68301.05,68592.55,68918.75776,1127,892,77671440,297,26.35,1978.95,-1207.45
28-Jun-17,68579,69429.95,67777,68928.7,68802.10915,962,797,66187629,169,17.57,1652.95,349.7
29-Jun-17,69180,69799.9,68500,68741.05,69061.46154,884,697,61050332,255,28.85,1299.9,-438.95
30-Jun-17,68200,68708.95,68000,68329.1,68266.95289,658,586,44919655,161,24.47,708.95,129.1
03-Jul-17,68400,71299.9,68100.05,70827.65,69947.84253,1232,1021,86175742,266,21.59,3199.85,2427.65
04-Jul-17,71050,71551.95,70050,70339.8,70599.63742,775,625,54714719,127,16.39,1501.95,-710.2
05-Jul-17,70499,71138.15,70299.95,70645.5,70811.01852,648,524,45885540,127,19.6,838.2,146.5
06-Jul-17,70700.05,71474.85,70005.3,70221.25,70786.93234,872,715,61726205,203,23.28,1469.55,-478.8
07-Jul-17,70199,70774.95,69501.2,69776.15,70192.75046,549,445,38535820,157,28.6,1273.75,-422.85
10-Jul-17,70399,70475,69400,69589.3,69933.35927,1144,688,80003763,313,27.36,1075,-809.7
11-Jul-17,69799,70099.95,69007.6,69227.4,69539.74595,803,655,55840416,159,19.8,1092.35,-571.6
12-Jul-17,69456.55,70220,68859.3,69947.6,69539.16874,883,711,61403086,209,23.67,1360.7,491.05
13-Jul-17,70149,70345.6,69501,69641.1,69867.28991,545,433,38077673,116,21.28,844.6,-507.9
14-Jul-17,69715.05,69988.35,69200.05,69419.65,69527.54897,439,372,30522594,122,27.79,788.3,-295.4
17-Jul-17,69842,70300,69200,70004.5,69818.55088,737,586,51456272,163,22.12,1100,162.5
18-Jul-17,70000,70299.6,69400,69879.85,69916.80617,681,562,47613345,131,19.24,899.6,-120.15
19-Jul-17,69900.3,70700,69747.4,70194.15,70188.08759,1644,1001,115389216,631,38.38,952.6,293.85
20-Jul-17,70324.75,70582.3,68950,69098.85,69602.03985,778,559,54150387,200,25.71,1632.3,-1225.9
21-Jul-17,69441.6,69699.95,68650.05,68829.2,69147.64626,735,604,50823520,217,29.52,1049.9,-612.4
24-Jul-17,69250,69256.2,68801.6,68898.05,69061.19457,442,339,30525048,83,18.78,454.6,-351.95
25-Jul-17,69149,70662.25,69051.05,70283.25,69908.19766,1452,1060,101506703,362,24.93,1611.2,1134.25
26-Jul-17,70200,70547.7,69802.05,69915.65,70057.44255,470,395,32926998,114,24.26,745.65,-284.35
27-Jul-17,70247.5,70350,68555,68778.2,69492.54231,520,403,36136122,163,31.35,1795,-1469.3
28-Jul-17,68901,69599.95,68501.05,69131.15,69054.18987,632,527,43642248,150,23.73,1098.9,230.15
31-Jul-17,69300,69947,69000,69221.4,69432.70541,499,393,34646920,144,28.86,947,-78.6
01-Aug-17,69500,69628.85,69010.3,69273.05,69306.9585,506,384,35069321,158,31.23,618.55,-226.95
02-Aug-17,69340.9,71068.55,69235,70805.05,70450.59481,1888,1391,133010723,490,25.95,1833.55,1464.15
03-Aug-17,70689.75,70892.45,68902.3,69176.25,69837.83733,584,479,40785297,175,29.97,1990.15,-1513.5
04-Aug-17,68686,68686,65378.9,66395.1,67597.26623,11047,2937,746747000,1056,9.56,3307.1,-2290.9
07-Aug-17,67390,68200,66600,67776.2,67671.82866,1354,1019,91627656,294,21.71,1600,386.2
08-Aug-17,67201,68111.25,66655.05,66720.95,67027.06112,949,761,63608681,205,21.6,1456.2,-480.05
09-Aug-17,66850,66850,65500,65757.55,65907.94073,928,771,61162569,259,27.91,1350,-1092.45
10-Aug-17,65770,66348.15,63208.4,64015.25,64815.71022,2005,1486,129955499,471,23.49,3139.75,-1754.75
11-Aug-17,63122,65060.15,62360.55,63882.3,63771.91007,2502,1107,159557319,1321,52.8,2699.6,760.3
14-Aug-17,64999,64999,63611.1,63787.1,64230.56478,795,627,51063299,227,28.55,1387.9,-1211.9
16-Aug-17,64099,65986.95,63500,65824.75,64908.19968,1858,1317,120599435,526,28.31,2486.95,1725.75
17-Aug-17,65899,66374.25,64305.05,64586.3,65319.32388,1411,990,92165566,434,30.76,2069.2,-1312.7
18-Aug-17,65460,65460,63450,63668.6,63804.06548,901,705,57487463,310,34.41,2010,-1791.4
21-Aug-17,63800,64700,63070.05,63422.75,63999.63914,884,675,56575681,217,24.55,1629.95,-377.25
22-Aug-17,63750,63959.95,62400,62603.05,63005.73014,856,631,53932905,213,24.88,1559.95,-1146.95
23-Aug-17,63148,63306.85,62610.05,62789.3,62919.92695,835,583,52538139,287,34.37,696.8,-358.7
24-Aug-17,62600,63299.95,62560,63090.5,63044.27625,619,425,39024407,214,34.57,739.95,490.5
28-Aug-17,63300,63300,62882.05,62953.5,63048.5625,400,287,25219425,121,30.25,417.95,-346.5
29-Aug-17,62550,63158.6,62400,62900.75,62798.94962,913,709,57335441,236,25.85,758.6,350.75
30-Aug-17,63190.45,63299.9,62621.6,62904.35,63035.23894,339,248,21368946,119,35.1,678.3,-286.1
31-Aug-17,63295.5,64350.2,62848.55,64170.55,63901.41843,3255,1033,207999117,2139,65.71,1501.65,875.05
01-Sep-17,64200,65350,64136.15,65145.8,64804.54307,1068,693,69211252,275,25.75,1213.85,945.8
04-Sep-17,65203,65290.05,64000,64300.25,64517.71679,685,505,44194636,167,24.38,1290.05,-902.75
05-Sep-17,64535,64959.85,64251.5,64426.95,64733.30349,1463,440,94704823,1033,70.61,708.35,-108.05
06-Sep-17,64471.1,65346.9,63800,64974.6,64731.43254,971,632,62854221,231,23.79,1546.9,503.5
07-Sep-17,65450,65450,64100,64391.1,64743.84708,497,347,32177692,131,26.36,1350,-1058.9
08-Sep-17,64500,64789.95,63755,63967.45,64173.06667,390,297,25027496,87,22.31,1034.95,-532.55
11-Sep-17,64110,64756.45,64030,64434.25,64239.61557,835,396,53640079,497,59.52,726.45,324.25
12-Sep-17,64680,65500,64680,65255.15,65159.52366,930,567,60598357,311,33.44,820,575.15
13-Sep-17,65500,65777.15,64105.35,64425.1,64799.99467,750,491,48599996,241,32.13,1671.8,-1074.9
14-Sep-17,64750,64750,63722.7,63873.45,64083.23044,473,313,30311368,153,32.35,1027.3,-876.55
15-Sep-17,63800.1,64574.55,63600,64431.15,64125.81278,454,363,29113119,106,23.35,974.55,631.05
18-Sep-17,64600,65300,64600,64934.9,64942.72296,2635,894,171124075,1913,72.6,700,334.9
19-Sep-17,64720.2,65200,64052.05,64205.85,64591.94228,641,355,41403435,334,52.11,1147.95,-514.35
20-Sep-17,64765,65579.2,63917.25,64138.05,64628.8376,899,593,58101325,278,30.92,1661.95,-626.95
21-Sep-17,64447.9,64447.9,63165,63288.7,63610.31967,488,390,31041836,190,38.93,1282.9,-1159.2
22-Sep-17,63399,64034.65,62600,62927.95,63329.40785,1427,901,90371065,610,42.75,1434.65,-471.05
25-Sep-17,63169,63169,61310.2,62752,62248.55781,1479,908,92065617,377,25.49,1858.8,-417
26-Sep-17,62700,62949.95,62239.95,62745.05,62639.90738,637,438,39901621,196,30.77,710,45.05
27-Sep-17,62825,62950,61470.1,61759.05,62134.71081,657,454,40822505,209,31.81,1479.9,-1065.95
28-Sep-17,61658.7,62268.8,61110,61940.75,61834.73822,764,589,47241740,147,19.24,1158.8,282.05
29-Sep-17,62100,63929.95,62100,62993.7,63207.86997,1492,908,94306142,704,47.18,1829.95,893.7
03-Oct-17,63400,63849.95,63000,63228.45,63444.38988,731,486,46377849,356,48.7,849.95,-171.55
04-Oct-17,63489,63699,62800,62953.3,63017.65873,3402,282,214386075,3152,92.65,899,-535.7
05-Oct-17,63208.15,63657.9,63001.85,63195.65,63285.70019,537,316,33984421,217,40.41,656.05,-12.5
06-Oct-17,63379,64500,63210.1,64214.6,64037.18402,701,394,44890066,203,28.96,1289.9,835.6
09-Oct-17,64600,64990,64240,64666.8,64699.32584,534,342,34549440,139,26.03,750,66.8
10-Oct-17,64505.15,65250,64500.05,64701.25,64909.11721,401,296,26028556,119,29.68,749.95,196.1
11-Oct-17,64710,64899.95,63318.15,63547.4,64105.71429,637,405,40835340,87,13.66,1581.8,-1162.6
12-Oct-17,63899,64000,63501.1,63863.55,63775.81935,310,236,19770504,85,27.42,498.9,-35.45
13-Oct-17,63896.55,63896.55,63515.05,63701.3,63695.14563,206,182,13121200,56,27.18,381.5,-195.25
16-Oct-17,63668.5,64100,63192,63619,63661.31378,341,258,21708508,79,23.17,908,-49.5
17-Oct-17,63005,64100,63005,63834.8,63711.995,200,168,12742399,52,26,1095,829.8
18-Oct-17,63705.7,63976.9,63598.1,63685.65,63707.25414,181,135,11531013,73,40.33,378.8,-20.05
19-Oct-17,63888,63992.75,63400,63628.45,63718.05814,86,74,5479753,37,43.02,592.75,-259.55
23-Oct-17,63405,63649.4,62400.1,63474.9,63104.522,500,352,31552261,143,28.6,1249.3,69.9
24-Oct-17,63450,63539.85,63000,63051.2,63213.13619,257,186,16245776,101,39.3,539.85,-398.8
25-Oct-17,63654,63654,63000,63075.75,63103.5451,255,191,16091404,95,37.25,654,-578.25
26-Oct-17,63065.05,63455,62831.1,63142.4,63119.6791,536,316,33832148,193,36.01,623.9,77.35
27-Oct-17,63419.9,64948.8,63255,64731.95,64400.37562,607,469,39091028,175,28.83,1693.8,1312.05
30-Oct-17,64900,67340,64900,66647.4,66535.07004,1185,825,78844058,353,29.79,2440,1747.4
31-Oct-17,66650,67221.9,65814.4,66327.75,66496.32517,449,366,29856850,86,19.15,1407.5,-322.25
01-Nov-17,66700,66879,65799,65943.95,66305.25441,397,274,26323186,108,27.2,1080,-756.05
02-Nov-17,65960,66665.95,65500.85,65640.65,66082.40921,369,283,24384409,71,19.24,1165.1,-319.35
03-Nov-17,65899,66600,65899,66206.65,66243.17137,531,314,35175124,228,42.94,701,307.65
06-Nov-17,66400.05,67700,65900,67309.9,66635.59642,1006,684,67035410,407,40.46,1800,909.85
07-Nov-17,67756.4,67948.55,65600,65691.35,66725.82263,1838,699,122642062,1184,64.42,2348.55,-2065.05
08-Nov-17,66665.8,66665.8,64897.85,65009.85,65364.48366,459,344,30002298,96,20.92,1767.95,-1655.95
09-Nov-17,65588.35,66070,64802,64984.8,65282.12317,479,331,31270137,60,12.53,1268,-603.55
10-Nov-17,65188,67700,63800,67286.5,65751.7016,2443,1756,160631407,454,18.58,3900,2098.5
13-Nov-17,67168,69000,66786.65,68371.55,68299.0668,1527,1156,104292675,367,24.03,2213.35,1203.55
14-Nov-17,67900,68600,67575,67743.45,68100.76741,675,475,45968018,148,21.93,1025,-156.55
15-Nov-17,67400,69600,67400,68183.5,68738.40056,1438,1083,98845820,264,18.36,2200,783.5
16-Nov-17,68797,69800.05,68616.4,69607.3,69327.00251,797,580,55253621,176,22.08,1183.65,810.3
17-Nov-17,69730,70498.4,69300,69477.5,70030.04434,857,620,60015748,320,37.34,1198.4,-252.5
20-Nov-17,69069,69765.5,68500.1,68782.35,69017.07295,329,263,22706617,88,26.75,1265.4,-286.65
21-Nov-17,69145.6,70080,68910.15,69801.8,69735.44933,750,556,52301587,240,32,1169.85,656.2
22-Nov-17,70020.2,70020.2,69300.15,69520.45,69593.08997,389,298,27071712,77,19.79,720.05,-499.75
23-Nov-17,69899,70188.9,68907.45,69063.05,69513.93658,473,400,32880092,75,15.86,1281.45,-835.95
24-Nov-17,69459.9,69793.7,69236.1,69450.8,69490.35714,308,207,21403030,69,22.4,557.6,-9.1
27-Nov-17,69749.95,70369.85,69401.4,70215.25,69965.54186,657,412,45967361,251,38.2,968.45,465.3
28-Nov-17,70300,70341.9,69361.4,69534.65,69806.58276,290,228,20243909,56,19.31,980.5,-765.35
29-Nov-17,69862.9,69881.8,69280.05,69427.05,69578.29615,260,172,18090357,94,36.15,601.75,-435.85
30-Nov-17,69169.65,69169.65,68251,68626.3,68718.55412,388,270,26662799,133,34.28,918.65,-543.35
01-Dec-17,69000,69119.75,65730.5,66213.9,67415.49442,896,588,60404283,384,42.86,3389.25,-2786.1
04-Dec-17,66214,66836.45,65868.5,66301.5,66273.16052,461,345,30551927,84,18.22,967.95,87.5
05-Dec-17,66301.5,66979.75,65799.95,66835.95,66399.28214,879,552,58364969,193,21.96,1179.8,534.45
06-Dec-17,66168,67239.9,66168,66794.75,66726.38133,375,304,25022393,75,20,1071.9,626.75
07-Dec-17,66859.95,67236,66752.05,67080.55,67040.9918,366,257,24537003,121,33.06,483.95,220.6
08-Dec-17,66950,68300,66950,68164.5,67838.62815,476,384,32291187,127,26.68,1350,1214.5
11-Dec-17,68888,70000,67720,67909.3,68306.5726,489,355,33401914,70,14.31,2280,-978.7
12-Dec-17,67912.85,68077.25,66400.05,66591.35,67153.10875,377,303,25316722,123,32.63,1677.2,-1321.5
13-Dec-17,67000,67187.8,65800,65996.85,66461.29515,454,312,30173428,113,24.89,1387.8,-1003.15
14-Dec-17,66700,66700,65400,65908.25,65739.76766,637,348,41876232,325,51.02,1300,-791.75
15-Dec-17,66480,68300,66313,67780.65,67035.53491,1647,473,110407526,1124,68.25,1987,1300.65
18-Dec-17,66696.05,69324.95,65890.2,69205.9,68580.47245,1234,790,84628303,423,34.28,3434.75,2509.85
19-Dec-17,69911,69911,68690.2,69404.15,69201.22486,716,414,49548077,161,22.49,1220.8,-506.85
20-Dec-17,69499.95,71649.1,68739.65,69860.75,69499.83456,1493,616,103763253,394,26.39,2909.45,360.8
21-Dec-17,69555,70853.85,68666,70691.5,69957.755,1049,582,73385685,386,36.8,2187.85,1136.5
22-Dec-17,70988.45,73072.6,70988.45,72709.2,72404.5691,1592,1035,115268074,547,34.36,2084.15,1720.75
26-Dec-17,72602.8,74499,72222,74017.35,73738.75696,1222,775,90108761,300,24.55,2277,1414.55
27-Dec-17,74100,74305.95,72503.35,72958.7,73388.27236,749,489,54967816,222,29.64,1802.6,-1141.3
28-Dec-17,73136.9,73799.95,72590.05,73512.65,73348.66074,675,459,49510346,211,31.26,1209.9,375.75
29-Dec-17,73579.5,73846.95,72200,72348.15,72861.4556,687,436,50055820,195,28.38,1646.95,-1231.35
01-Jan-18,72500.1,73163.45,71930.35,72249.65,72342.34966,592,426,42826671,117,19.76,1233.1,-250.45
02-Jan-18,72687.45,72687.45,71125.05,71222.45,71564.48846,520,432,37213534,99,19.04,1562.4,-1465
03-Jan-18,71500,71863.1,71000,71191.6,71335.91454,667,481,47581055,110,16.49,863.1,-308.4
04-Jan-18,71654.3,71654.3,70938.95,71200.1,71263.03846,416,318,29645424,109,26.2,715.35,-454.2
05-Jan-18,71000,72960,71000,72877.95,72557.97227,649,509,47090124,160,24.65,1960,1877.95
08-Jan-18,73189.9,73412.55,72326.45,72507.55,72901.07376,1071,683,78077050,320,29.88,1086.1,-682.35
09-Jan-18,72600,73201,72077.05,72941.7,72661.6297,532,422,38655987,67,12.59,1123.95,341.7
10-Jan-18,72754,73198.7,72100.2,72423.15,72509.26761,355,284,25740790,83,23.38,1098.5,-330.85
11-Jan-18,72438.3,72633.9,72000,72169.45,72279.82635,334,234,24141462,82,24.55,633.9,-268.85
12-Jan-18,72509.85,73000,71855.45,71990.1,72418.9246,504,352,36499138,87,17.26,1144.55,-519.75
15-Jan-18,72000,72489,71500,71623.05,71957.02338,556,327,40008105,212,38.13,989,-376.95
16-Jan-18,71400,71788,69946,70272.3,70682.59765,425,309,30040104,157,36.94,1842,-1127.7
17-Jan-18,70500,70660,69808.4,70433.5,70370.60317,378,294,26600088,93,24.6,851.6,-66.5
18-Jan-18,70828.9,70828.9,68703.4,68945.85,69577.58422,659,510,45851628,206,31.26,2125.5,-1883.05
19-Jan-18,69449.9,69449.9,68605.05,69127.55,69056.36243,378,325,26103305,90,23.81,844.85,-322.35
22-Jan-18,69150.05,69940,68959.5,69619.15,69458.84196,367,247,25491395,106,28.88,980.5,469.1
23-Jan-18,69689.85,70469.25,69551.15,69966.4,69983.72072,444,340,31072772,164,36.94,918.1,276.55
